comp_pers_id,cpr_person_id,pp_external_id,pp_wvb_person_id,pp_fullname,em_name,pp_display_name,em_display_name,cpr_role_type
11243706,4bd49c23-87cb-4912-ae52-9aef3a9c2550,13883986,465397,tak kong boey,TAK KONG BOEY,Tak Kong Boey,Tak Kong Boey,DIR
11363535,d1933374-1cc3-491a-b20a-231020b46eca,13884341,469935,tak kong boey,TAK KONG BOEY,Tak Kong Boey,Tak Kong Boey,DIR
11271713,279e9b1d-4dd0-4dff-af75-bbc09ca91ac7,14394329,3155630,hock kee wee,HOCK KEE WEE,Hock Kee Wee,Hock Kee Wee,DIR
13262808,6447e54f-6c16-4cdb-96d7-3c595b5be8f2,18180768,12191246,hock kee wee,HOCK KEE WEE,Hock Kee Wee,Wee Hock Kee,DIR
10380581,71eb7211-bf01-4b33-80e5-56a8b2f20367,14126513,2340834,tan thiam chai,TAN THIAM CHAI,Tan Thiam Chai,Tan Thiam Chai,DIR
11188899,f86d3979-d822-4bc1-b974-2b9aa75173eb,18250889,12261382,tan thiam chai,THIAM CHAI TAN,Tan Thiam Chai,Tan Thiam Chai,DIR
12408020,c70dda80-db31-4182-81b7-6a3f3c8b1d7e,18372172,12382671,zurainah binti musa,ZURAINAH BINTI MUSA,Zurainah Binti Musa,Zurainah Binti Musa,DIR
11316261,8c2ac719-cad3-45eb-aa27-f0f09cb40149,14399631,3160898,zurainah binti musa,ZURAINAH BINTI MUSA,Zurainah Binti Musa,Zurainah Binti Musa,DIR
11317242,982476f2-07b1-4998-93e7-efa544465aeb,13801023,152773,mohd aminuddin bin mohd rouse,MOHD AMINUDDIN BIN MOHD ROUSE,Mohd Aminuddin Bin Mohd Rouse,Mohd Aminuddin Bin Mohd Rouse,DIR
10467075,f40d6b3b-dc5d-4cdc-9e51-9781c01e6fe1,18181815,12192294,mohd aminuddin bin mohd rouse,MOHD AMINUDDIN BIN MOHD ROUSE,Mohd Aminuddin Bin Mohd Rouse,Mohd Aminuddin Bin Mohd Rouse,DIR
10476689,4d2e7acc-e58f-4cc9-b48f-8e9b5d962ba5,13884907,467057,mohd aminuddin bin mohd rouse,MOHD AMINUDDIN BIN MOHD ROUSE,Mohd Aminuddin Bin Mohd Rouse,Mohd Aminuddin Bin Mohd Rouse,DIR
16916706,e92e77c3-5fe6-433e-9e60-3de853cf9953,18262912,12273389,choon hwa tan,CHOON HWA TAN,Choon Hwa Tan,Tan Choon Hwa,DIR
10547348,abced0be-3e9e-4a4e-b141-c78bffeb24a5,13935801,1094993,choon hwa tan,CHOON HWA TAN,Choon Hwa Tan,Choon Hwa Tan,DIR
16947309,3de694f8-7735-4450-b94e-1af44a436bbf,18102149,12112582,chong leng lee,CHONG LENG LEE,Chong Leng Lee,Lee Chong Leng,DIR
11079846,be4506d1-6ba6-4567-894d-325319be0525,14030071,1637472,chong leng lee,CHONG LENG LEE,Chong Leng Lee,Chong Leng Lee,DIR
14422236,431b3c89-3aaf-4434-b848-a904ed81156d,18323466,12333952,boon leng tan,BOON LENG TAN,Boon Leng Tan,Tan Boon Leng,DIR
11067319,f181dde5-f41a-42b1-8c17-6b382272ffac,13937910,1097253,boon leng tan,BOON LENG TAN,Boon Leng Tan,Boon Leng Tan,DIR
11342987,63b0d00b-40e9-4432-8920-dbb130175894,14405034,3166662,lik khai chia,LIK KHAI CHIA,Lik Khai Chia,Lik Khai Chia,DIR
11263652,53cab346-2bc7-45dd-8759-46d8f40b6d61,14391547,3152325,lik khai chia,LIK KHAI CHIA,Lik Khai Chia,Lik Khai Chia,DIR
14374055,c9eb1e95-2f8d-4988-b936-40594d008a8a,18264055,12279279,lik khai chia,LIK KHAI CHIA,Lik Khai Chia,Chia Lik Khai,DIR
14489047,e46dfbbc-1c1e-4219-8b47-79879e9e0857,18284211,12299332,seong pow chia,SEONG POW CHIA,Seong Pow Chia,Seong Pow Chia,DIR
15309271,032c6ba1-8f1c-438a-9bb3-2d8bbd069057,13877038,449419,seong pow chia,SEONG POW CHIA,Seong Pow Chia,Seong Pow Chia,DIR
15058401,abd12e91-d5f7-426f-aac2-872555797fbc,18284340,12295437,siong kuong chieng,SIONG KUONG CHIENG,Siong Kuong Chieng,Chieng Siong Kuong,DIR
10805190,c2102aa3-4957-4601-b58f-668a57390407,13937544,1096497,siong kuong chieng,SIONG KUONG CHIENG,Siong Kuong Chieng,Siong Kuong Chieng,DIR
16001135,ddbd7010-7c2d-46bd-bff5-d89df56eff82,16803983,5603412,ab ghani bin mohd ali,AB GHANI BIN MOHD ALI,Ab Ghani Bin Mohd Ali,Ab Ghani Bin Mohd Ali,DIR
13674582,dd1a277e-1bec-48ca-875e-dddd4708dcca,19840939,14135299,ab ghani bin mohd ali,AB GHANI BIN MOHD ALI,Ab Ghani Bin Mohd Ali,Ab Ghani Bin Mohd Ali,DIR
15142438,f53f7fb5-94f0-49a9-b27a-c87f794010d9,18391290,12401791,khairil anuar bin aziz,KHAIRIL ANUAR BIN AZIZ,Khairil Anuar Bin Aziz,Khairil Anuar Bin Aziz,DIR
10682922,6f3fd745-2ab1-4a45-9b1a-46c00e3b1058,14003118,1426637,khairil anuar bin aziz,KHAIRIL ANUAR BIN AZIZ,Khairil Anuar Bin Aziz,Khairil Anuar Bin Aziz,DIR
11291745,594c402b-1bb0-4b86-aeeb-647822c2f28f,14269381,2952974,yong sun mah,YONG SUN MAH,Yong Sun Mah,Yong Sun Mah,DIR
12730498,9fe73eef-3575-4dfa-b52d-e786310ab7ee,18324394,12339397,yong sun mah,YONG SUN MAH,Yong Sun Mah,Mah Yong Sun,DIR
17820092,41cd0cad-7d8a-49db-aff1-7566a6967fef,18259542,12274570,abdul azim bin mohd zabidi,ABDUL AZIM BIN MOHD ZABIDI,Abdul Azim Bin Mohd Zabidi,Abdul Azim Bin Mohd Zabidi,DIR
10480275,246d690c-de2c-40ab-b39e-95a696e683a9,13884539,466127,abdul azim bin mohd zabidi,ABDUL AZIM BIN MOHD ZABIDI,Abdul Azim Bin Mohd Zabidi,Abdul Azim Bin Mohd Zabidi,DIR
10556773,ee576d60-606c-46b9-a88a-80bdf6d5d4c6,13944603,1119387,abdul azim bin mohd zabidi,ABDUL AZIM BIN MOHD ZABIDI,Abdul Azim Bin Mohd Zabidi,Abdul Azim Bin Mohd Zabidi,DIR
11280369,9854e2d4-a61d-4f3b-bcc3-4e588c9a4ce4,14275460,3002244,sow cheng phoon,SOW CHENG PHOON,Sow Cheng Phoon,Sow Cheng Phoon,DIR
10619936,b103a04b-31e3-4ce3-8cc0-5ef64da8cb03,13879305,450929,sow cheng phoon,SOW CHENG PHOON,Sow Cheng Phoon,Sow Cheng Phoon,DIR
11420509,0381c0fb-fcd3-4e6c-a9e6-0c7fc4d629e1,14024808,1615056,eng kong yeoh,ENG KONG YEOH,Eng Kong Yeoh,Eng Kong Yeoh,DIR
12740131,c0ca7de0-29a3-4181-8e7c-dc0fad250aee,18238720,12254121,eng kong yeoh,ENG KONG YEOH,Eng Kong Yeoh,Yeoh Eng Kong,DIR
12343750,dcedfbca-627e-47da-8d94-85722c64f324,18083672,12099111,woon chet chai,WOON CHET CHAI,Woon Chet Chai,Woon Chet Chai,DIR
11359536,aa7f355e-63ab-4c6d-82e4-2956d7d4f38c,14371524,3134876,woon chet chai,WOON CHET CHAI,Woon Chet Chai,Woon Chet Chai,DIR
11271384,e1501108-1036-4054-b065-0c67ddbf3ee0,13884320,465759,kok khee thong,KOK KHEE THONG,Kok Khee Thong,Kok Khee Thong,DIR
10572848,a11f139d-b263-48bb-8a4d-72d94bb45209,13782912,104901,kok khee thong,KOK KHEE THONG,Kok Khee Thong,Kok Khee Thong,DIR
12450920,4c5a2b3d-ac34-43ae-9e5e-35c660d75da8,17936658,11894289,kok khee thong,KOK KHEE THONG,Kok Khee Thong,Kok Khee Thong,DIR
11375755,4d88b891-ae61-4b91-9810-1a0a31480fe3,18301854,12312329,maznah binti abdul jalil,MAZNAH BINTI ABDUL JALIL,Maznah Binti Abdul Jalil,Maznah Binti Abdul Jalil,DIR
10377217,0d4e3937-07f9-4c1a-b10e-8a7b7cb227e2,13798835,142449,maznah binti abdul jalil,MAZNAH BINTI ABDUL JALIL,Maznah Binti Abdul Jalil,Maznah Binti Abdul Jalil,DIR
11291761,26313e35-6dc8-415e-8aa8-96c72c595df8,14398212,3160131,choon kim hon,CHOON KIM HON,Choon Kim Hon,Choon Kim Hon,DIR
12805696,58cef045-274f-461c-a790-45a7a65f81bd,18134758,12145613,choon kim hon,CHOON KIM HON,Choon Kim Hon,Choon Kim Hon,DIR
15274718,7651b53d-f7fe-46b4-b90a-97f8a6eb12a4,13965352,1167915,kin wai lau,KIN WAI LAU,Kin Wai Lau,Kin Wai Lau,DIR
14375776,4b452b85-ec77-4f6e-8a3d-c8c47d453dc0,18277036,12287521,kin wai lau,KIN WAI LAU,Kin Wai Lau,Lau Kin Wai,DIR
10983229,b2f8bc2e-c60c-4bc3-8538-29bfc1fe7dca,14272748,2983246,leong kim phan,LEONG KIM PHAN,Leong Kim Phan,Leong Kim Phan,DIR
10390992,aebfbafd-2d3f-4648-82b9-1238e8cf32eb,13808691,188973,leong kim phan,LEONG KIM PHAN,Leong Kim Phan,Leong Kim Phan,DIR
12274930,fa114599-b6f5-4e4c-8f5a-59d4113dc6ca,18235269,12249843,hong eng tan,HONG ENG TAN,Hong Eng Tan,Tan Hong Eng,DIR
15346314,3e389b70-8d4c-4235-ae73-5816c04c6a0b,18080278,12090801,hong eng tan,HONG ENG TAN,Hong Eng Tan,Tan Hong Eng,DIR
11312676,e213f5e2-d501-4017-99a2-de8b3923d374,13932783,1081031,tuck fook lee,TUCK FOOK LEE,Tuck Fook Lee,Tuck Fook Lee,DIR
10688531,80e3ddf5-5ec3-47d6-aa32-48c2c2f4884d,14041951,1703495,tuck fook lee,TUCK FOOK LEE,Tuck Fook Lee,Tuck Fook Lee,DIR
11312678,6f5bc9bc-be12-47eb-8003-d1852dcf1bb1,13886378,474941,kim hock roger tan,"KIM HOCK, ROGER TAN","Kim Hock, Roger Tan","Kim Hock, Roger Tan",DIR
10484417,e3cd824d-54e0-4216-bac0-c2280b0995a6,13784065,103181,kim hock roger tan,"KIM HOCK, ROGER TAN","Kim Hock, Roger Tan","Kim Hock, Roger Tan",DIR
10484629,e7af4954-221e-4336-abba-a3b7a2cd5d71,13886921,471701,kim hock roger tan,"KIM HOCK, ROGER TAN","Kim Hock, Roger Tan","Kim Hock, Roger Tan",DIR
15228731,0032dafd-a24c-4db9-a5db-04eed3732fbd,18251232,12261726,mohd nizam bin zainordin,MOHD NIZAM BIN ZAINORDIN,Mohd Nizam Bin Zainordin,Mohd Nizam Bin Zainordin,DIR
10501196,b08d1eb5-2aad-47bf-949c-f85fdd2ecc41,13883906,465307,mohd nizam bin zainordin,MOHD NIZAM BIN ZAINORDIN,Mohd Nizam Bin Zainordin,Mohd Nizam Bin Zainordin,DIR
15282130,f1f08c7d-01f0-4b80-aa4c-1be656cc4980,17402720,6209836,zaiton binti mohd hassan,ZAITON BINTI MOHD HASSAN,Zaiton Binti Mohd Hassan,Zaiton Binti Mohd Hassan,DIR
11224396,ac501da2-24f7-4066-92f6-27a9aecbf589,13947226,1121167,zaiton binti mohd hassan,ZAITON BINTI MOHD HASSAN,Zaiton Binti Mohd Hassan,Zaiton Binti Mohd Hassan,DIR
12751312,cbaeec38-d7de-4ae1-8bb7-ec87dccce3cf,18215327,12229853,zaiton binti mohd hassan,ZAITON BINTI MOHD HASSAN,Zaiton Binti Mohd Hassan,Zaiton Binti Mohd Hassan,DIR
12327517,7ec4c1b0-c976-4684-bcfa-184ac84c8471,18206514,12216973,chee keong yap,CHEE KEONG YAP,Chee Keong Yap,Yap Chee Keong,DIR
15307537,8c5901e4-2566-4075-9d70-d3b2b909d1c1,14339016,3096480,chee keong yap,CHEE KEONG YAP,Chee Keong Yap,Chee Keong Yap,DIR
